,inventory,period_begin,state_code,county_name
16690,[141.12686],2020-02-10,NC,Randolph County
16691,[144.42651],2020-02-17,NC,Randolph County
16692,[147.9809],2020-02-24,NC,Randolph County
16693,[973.1426],2019-12-02,VA,Rappahannock County
16694,[832.07117],2019-12-09,VA,Rappahannock County
16695,[825.12695],2019-12-16,VA,Rappahannock County
16696,[865.58136],2019-12-23,VA,Rappahannock County
16697,[1687.5278],2019-12-30,VA,Rappahannock County
16698,[1672.2422],2020-01-06,VA,Rappahannock County
16699,[1872.8219],2020-01-13,VA,Rappahannock County
16700,[1865.565],2020-01-20,VA,Rappahannock County
16701,[1862.8451],2020-01-27,VA,Rappahannock County
16702,[1844.7107],2020-02-03,VA,Rappahannock County
16703,[1828.7291],2020-02-10,VA,Rappahannock County
16704,[1812.0704],2020-02-17,VA,Rappahannock County
16705,[1796.8348],2020-02-24,VA,Rappahannock County
16706,[-21.481398],2019-12-02,MO,Ray County
16707,[1165.1948],2019-12-09,MO,Ray County
16708,[1064.5371],2019-12-16,MO,Ray County
16709,[1289.2435],2019-12-23,MO,Ray County
16710,[1125.6069],2019-12-30,MO,Ray County
16711,[1193.357],2020-01-06,MO,Ray County
16712,[1126.2325],2020-01-13,MO,Ray County
16713,[1144.9497],2020-01-20,MO,Ray County
16714,[1111.3088],2020-01-27,MO,Ray County
16715,[1111.0521],2020-02-03,MO,Ray County
16716,[1090.3368],2020-02-10,MO,Ray County
16717,[1082.989],2020-02-17,MO,Ray County
16718,[1067.622],2020-02-24,MO,Ray County
16719,[1288.4438],2019-12-02,TX,Real County
16720,[1687.7639],2019-12-02,TX,Real County
16721,[1702.5564],2019-12-09,TX,Real County
16722,[2143.6985],2019-12-09,TX,Real County
16723,[2260.917],2019-12-16,TX,Real County
16724,[2399.168],2019-12-16,TX,Real County
16725,[2686.0884],2019-12-23,TX,Real County
16726,[3005.3262],2019-12-23,TX,Real County
16727,[3117.413],2019-12-30,TX,Real County
16728,[3186.3027],2019-12-30,TX,Real County
16729,[3238.6882],2020-01-06,TX,Real County
16730,[3282.4482],2020-01-06,TX,Real County
16731,[3320.8247],2020-01-13,TX,Real County
16732,[3355.4873],2020-01-13,TX,Real County
16733,[3387.4197],2020-01-20,TX,Real County
16734,[3417.253],2020-01-20,TX,Real County
16735,[3445.4124],2020-01-27,TX,Real County
16736,[3472.198],2020-01-27,TX,Real County
16737,[3497.828],2020-02-03,TX,Real County
16738,[3522.4634],2020-02-03,TX,Real County
16739,[3546.226],2020-02-10,TX,Real County
16740,[3569.2073],2020-02-10,TX,Real County
16741,[3591.4785],2020-02-17,TX,Real County
16742,[3613.0957],2020-02-17,TX,Real County
16743,[3634.0981],2020-02-24,TX,Real County
16744,[3654.52],2020-02-24,TX,Real County
16745,[199.20813],2019-12-02,MN,Red Lake County
16746,[209.25726],2019-12-09,MN,Red Lake County
16747,[242.764],2019-12-16,MN,Red Lake County
16748,[242.89697],2019-12-23,MN,Red Lake County
16749,[240.27747],2019-12-30,MN,Red Lake County
16750,[237.43628],2020-01-06,MN,Red Lake County
16751,[234.65625],2020-01-13,MN,Red Lake County
16752,[231.98407],2020-01-20,MN,Red Lake County
16753,[229.43674],2020-01-27,MN,Red Lake County
16754,[227.0281],2020-02-03,MN,Red Lake County
16755,[224.77258],2020-02-10,MN,Red Lake County
16756,[222.68549],2020-02-17,MN,Red Lake County
16757,[220.78326],2020-02-24,MN,Red Lake County
16758,[-21.481398],2019-12-02,TX,Red River County
16759,[1165.1948],2019-12-09,TX,Red River County
16760,[1064.5371],2019-12-16,TX,Red River County
16761,[1289.2435],2019-12-23,TX,Red River County
16762,[1125.6069],2019-12-30,TX,Red River County
16763,[1193.357],2020-01-06,TX,Red River County
16764,[1126.2325],2020-01-13,TX,Red River County
16765,[1144.9497],2020-01-20,TX,Red River County
16766,[1111.3088],2020-01-27,TX,Red River County
16767,[1111.0521],2020-02-03,TX,Red River County
16768,[1090.3368],2020-02-10,TX,Red River County
16769,[1082.989],2020-02-17,TX,Red River County
16770,[1067.622],2020-02-24,TX,Red River County
16771,[36.42429],2019-12-02,MN,Redwood County
16772,[23.544138],2019-12-09,MN,Redwood County
16773,[36.589336],2019-12-16,MN,Redwood County
16774,[39.740932],2019-12-23,MN,Redwood County
16775,[42.15577],2019-12-30,MN,Redwood County
16776,[44.730263],2020-01-06,MN,Redwood County
16777,[47.615982],2020-01-13,MN,Redwood County
16778,[50.87352],2020-01-20,MN,Redwood County
16779,[54.556194],2020-01-27,MN,Redwood County
16780,[58.721596],2020-02-03,MN,Redwood County
16781,[63.434036],2020-02-10,MN,Redwood County
16782,[68.76418],2020-02-17,MN,Redwood County
16783,[74.79013],2020-02-24,MN,Redwood County
16784,[-21.481398],2019-12-02,TX,Refugio County
16785,[1165.1948],2019-12-09,TX,Refugio County
16786,[1064.5371],2019-12-16,TX,Refugio County
16787,[1289.2435],2019-12-23,TX,Refugio County
16788,[1125.6069],2019-12-30,TX,Refugio County
16789,[1193.357],2020-01-06,TX,Refugio County
16790,[1126.2325],2020-01-13,TX,Refugio County
16791,[1144.9497],2020-01-20,TX,Refugio County
16792,[1111.3088],2020-01-27,TX,Refugio County
16793,[1111.0521],2020-02-03,TX,Refugio County
16794,[1090.3368],2020-02-10,TX,Refugio County
16795,[1082.989],2020-02-17,TX,Refugio County
16796,[1067.622],2020-02-24,TX,Refugio County
16797,[973.1426],2019-12-02,NY,Rensselaer County
16798,[832.07117],2019-12-09,NY,Rensselaer County
16799,[825.12695],2019-12-16,NY,Rensselaer County
16800,[865.58136],2019-12-23,NY,Rensselaer County
16801,[1687.5278],2019-12-30,NY,Rensselaer County
16802,[1672.2422],2020-01-06,NY,Rensselaer County
16803,[1872.8219],2020-01-13,NY,Rensselaer County
16804,[1865.565],2020-01-20,NY,Rensselaer County
16805,[1862.8451],2020-01-27,NY,Rensselaer County
16806,[1844.7107],2020-02-03,NY,Rensselaer County
16807,[1828.7291],2020-02-10,NY,Rensselaer County
16808,[1812.0704],2020-02-17,NY,Rensselaer County
16809,[1796.8348],2020-02-24,NY,Rensselaer County
16810,[199.20813],2019-12-02,MN,Renville County
16811,[209.25726],2019-12-09,MN,Renville County
16812,[242.764],2019-12-16,MN,Renville County
16813,[242.89697],2019-12-23,MN,Renville County
16814,[240.27747],2019-12-30,MN,Renville County
16815,[237.43628],2020-01-06,MN,Renville County
16816,[234.65625],2020-01-13,MN,Renville County
16817,[231.98407],2020-01-20,MN,Renville County
16818,[229.43674],2020-01-27,MN,Renville County
16819,[227.0281],2020-02-03,MN,Renville County
16820,[224.77258],2020-02-10,MN,Renville County
16821,[222.68549],2020-02-17,MN,Renville County
16822,[220.78326],2020-02-24,MN,Renville County
16823,[-21.481398],2019-12-02,MO,Reynolds County
16824,[1165.1948],2019-12-09,MO,Reynolds County
16825,[1064.5371],2019-12-16,MO,Reynolds County
16826,[1289.2435],2019-12-23,MO,Reynolds County
16827,[1125.6069],2019-12-30,MO,Reynolds County
16828,[1193.357],2020-01-06,MO,Reynolds County
16829,[1126.2325],2020-01-13,MO,Reynolds County
16830,[1144.9497],2020-01-20,MO,Reynolds County
16831,[1111.3088],2020-01-27,MO,Reynolds County
16832,[1111.0521],2020-02-03,MO,Reynolds County
16833,[1090.3368],2020-02-10,MO,Reynolds County
16834,[1082.989],2020-02-17,MO,Reynolds County
16835,[1067.622],2020-02-24,MO,Reynolds County
16836,[75.62696],2019-12-02,TN,Rhea County
16837,[97.13883],2019-12-09,TN,Rhea County
16838,[119.88793],2020-01-06,TN,Rhea County
16839,[123.19636],2020-01-13,TN,Rhea County
16840,[125.44578],2020-01-20,TN,Rhea County
16841,[127.675545],2020-01-27,TN,Rhea County
16842,[130.02505],2020-02-10,TN,Rhea County
16843,[132.52637],2020-02-17,TN,Rhea County
16844,[135.19778],2020-02-24,TN,Rhea County
16845,[1351.1356],2019-12-02,MN,Rice County
16846,[1797.0818],2019-12-09,MN,Rice County
16847,[1832.5828],2019-12-16,MN,Rice County
16848,[2098.9734],2019-12-23,MN,Rice County
16849,[2593.135],2019-12-30,MN,Rice County
16850,[2897.0718],2020-01-06,MN,Rice County
16851,[3047.6038],2020-01-13,MN,Rice County
16852,[3145.0767],2020-01-20,MN,Rice County
16853,[3227.346],2020-01-27,MN,Rice County
16854,[3304.6855],2020-02-03,MN,Rice County
16855,[3379.592],2020-02-10,MN,Rice County
16856,[3452.567],2020-02-17,MN,Rice County
16857,[3523.5034],2020-02-24,MN,Rice County
16858,[1775.776],2019-12-02,UT,Rich County
16859,[2833.673],2019-12-09,UT,Rich County
16860,[3202.0706],2019-12-16,UT,Rich County
16861,[3765.4236],2019-12-23,UT,Rich County
16862,[3960.4949],2019-12-30,UT,Rich County
16863,[4082.0725],2020-01-06,UT,Rich County
16864,[4166.6104],2020-01-13,UT,Rich County
16865,[4227.791],2020-01-20,UT,Rich County
16866,[4273.5747],2020-01-27,UT,Rich County
16867,[4309.076],2020-02-03,UT,Rich County
16868,[4337.5234],2020-02-10,UT,Rich County
16869,[4360.918],2020-02-17,UT,Rich County
16870,[4380.5396],2020-02-24,UT,Rich County
16871,[1602.4896],2019-12-02,SC,Richland County
16872,[2083.3281],2019-12-09,SC,Richland County
16873,[2312.9243],2019-12-16,SC,Richland County
16874,[2714.9138],2019-12-23,SC,Richland County
16875,[3294.5366],2019-12-30,SC,Richland County
16876,[3504.7778],2020-01-06,SC,Richland County
16877,[3621.9883],2020-01-13,SC,Richland County
16878,[3712.9956],2020-01-20,SC,Richland County
16879,[3792.8093],2020-01-27,SC,Richland County
16880,[3865.9973],2020-02-03,SC,Richland County
16881,[3934.2974],2020-02-10,SC,Richland County
16882,[3998.4346],2020-02-17,SC,Richland County
16883,[4058.6694],2020-02-24,SC,Richland County
16884,[36.42429],2019-12-02,WI,Richland County
16885,[23.544138],2019-12-09,WI,Richland County
16886,[36.589336],2019-12-16,WI,Richland County
16887,[39.740932],2019-12-23,WI,Richland County
16888,[42.15577],2019-12-30,WI,Richland County
16889,[44.730263],2020-01-06,WI,Richland County
16890,[47.615982],2020-01-13,WI,Richland County
16891,[50.87352],2020-01-20,WI,Richland County
16892,[54.556194],2020-01-27,WI,Richland County
16893,[58.721596],2020-02-03,WI,Richland County
16894,[63.434036],2020-02-10,WI,Richland County
16895,[68.76418],2020-02-17,WI,Richland County
16896,[74.79013],2020-02-24,WI,Richland County
16897,[1009.18396],2019-12-02,GA,Richmond County
16898,[949.3659],2019-12-09,GA,Richmond County
16899,[745.24646],2019-12-16,GA,Richmond County
16900,[866.2533],2019-12-23,GA,Richmond County
16901,[1688.7206],2019-12-30,GA,Richmond County
16902,[1716.1132],2020-01-06,GA,Richmond County
16903,[1824.9957],2020-01-13,GA,Richmond County
16904,[1907.2727],2020-01-20,GA,Richmond County
16905,[1892.3333],2020-01-27,GA,Richmond County
16906,[1881.8296],2020-02-03,GA,Richmond County
16907,[1866.9822],2020-02-10,GA,Richmond County
16908,[1853.7821],2020-02-17,GA,Richmond County
16909,[1841.9917],2020-02-24,GA,Richmond County
16910,[88.99621],2019-12-02,NC,Richmond County
16911,[125.05649],2019-12-09,NC,Richmond County
16912,[149.05963],2019-12-16,NC,Richmond County
16913,[152.48727],2019-12-23,NC,Richmond County
16914,[154.81775],2019-12-30,NC,Richmond County
16915,[157.1076],2020-01-06,NC,Richmond County
16916,[159.49127],2020-01-13,NC,Richmond County
16917,[161.99625],2020-01-20,NC,Richmond County
16918,[164.63681],2020-01-27,NC,Richmond County
16919,[167.42639],2020-02-03,NC,Richmond County
16920,[170.3793],2020-02-10,NC,Richmond County
16921,[173.51114],2020-02-17,NC,Richmond County
16922,[176.8389],2020-02-24,NC,Richmond County
16923,[973.1426],2019-12-02,NY,Richmond County
16924,[832.07117],2019-12-09,NY,Richmond County
16925,[825.12695],2019-12-16,NY,Richmond County
16926,[865.58136],2019-12-23,NY,Richmond County
16927,[1687.5278],2019-12-30,NY,Richmond County
16928,[1672.2422],2020-01-06,NY,Richmond County
16929,[1872.8219],2020-01-13,NY,Richmond County
16930,[1865.565],2020-01-20,NY,Richmond County
16931,[1862.8451],2020-01-27,NY,Richmond County
16932,[1844.7107],2020-02-03,NY,Richmond County
16933,[1828.7291],2020-02-10,NY,Richmond County
16934,[1812.0704],2020-02-17,NY,Richmond County
16935,[1796.8348],2020-02-24,NY,Richmond County
16936,[-21.481398],2019-12-02,NM,Rio Arriba County
16937,[1165.1948],2019-12-09,NM,Rio Arriba County
16938,[1064.5371],2019-12-16,NM,Rio Arriba County
16939,[1289.2435],2019-12-23,NM,Rio Arriba County
16940,[1125.6069],2019-12-30,NM,Rio Arriba County
16941,[1193.357],2020-01-06,NM,Rio Arriba County
16942,[1126.2325],2020-01-13,NM,Rio Arriba County
16943,[1144.9497],2020-01-20,NM,Rio Arriba County
16944,[1111.3088],2020-01-27,NM,Rio Arriba County
16945,[1111.0521],2020-02-03,NM,Rio Arriba County
16946,[1090.3368],2020-02-10,NM,Rio Arriba County
16947,[1082.989],2020-02-17,NM,Rio Arriba County
16948,[1067.622],2020-02-24,NM,Rio Arriba County
16949,[1351.1356],2019-12-02,CO,Rio Blanco County
16950,[1797.0818],2019-12-09,CO,Rio Blanco County
16951,[1832.5828],2019-12-16,CO,Rio Blanco County
16952,[2098.9734],2019-12-23,CO,Rio Blanco County
16953,[2593.135],2019-12-30,CO,Rio Blanco County
16954,[2897.0718],2020-01-06,CO,Rio Blanco County
16955,[3047.6038],2020-01-13,CO,Rio Blanco County
16956,[3145.0767],2020-01-20,CO,Rio Blanco County
16957,[3227.346],2020-01-27,CO,Rio Blanco County
16958,[3304.6855],2020-02-03,CO,Rio Blanco County
16959,[3379.592],2020-02-10,CO,Rio Blanco County
16960,[3452.567],2020-02-17,CO,Rio Blanco County
16961,[3523.5034],2020-02-24,CO,Rio Blanco County
16962,[-21.481398],2019-12-02,IN,Ripley County
16963,[1165.1948],2019-12-09,IN,Ripley County
16964,[1064.5371],2019-12-16,IN,Ripley County
16965,[1289.2435],2019-12-23,IN,Ripley County
16966,[1125.6069],2019-12-30,IN,Ripley County
16967,[1193.357],2020-01-06,IN,Ripley County
16968,[1126.2325],2020-01-13,IN,Ripley County
16969,[1144.9497],2020-01-20,IN,Ripley County
16970,[1111.3088],2020-01-27,IN,Ripley County
16971,[1111.0521],2020-02-03,IN,Ripley County
16972,[1090.3368],2020-02-10,IN,Ripley County
16973,[1082.989],2020-02-17,IN,Ripley County
16974,[1067.622],2020-02-24,IN,Ripley County
16975,[75.62696],2019-12-02,MO,Ripley County
16976,[97.13883],2019-12-09,MO,Ripley County
16977,[119.88793],2019-12-16,MO,Ripley County
16978,[123.19636],2019-12-23,MO,Ripley County
16979,[125.44578],2019-12-30,MO,Ripley County
16980,[127.675545],2020-01-06,MO,Ripley County
16981,[130.02505],2020-01-13,MO,Ripley County
16982,[132.52637],2020-01-20,MO,Ripley County
16983,[135.19778],2020-01-27,MO,Ripley County
16984,[138.05792],2020-02-03,MO,Ripley County
16985,[141.12686],2020-02-10,MO,Ripley County
16986,[144.42651],2020-02-17,MO,Ripley County
16987,[147.9809],2020-02-24,MO,Ripley County
16988,[1245.799],2019-12-02,CA,Riverside County
16989,[1639.5878],2019-12-09,CA,Riverside County
16990,[1657.2123],2019-12-16,CA,Riverside County
16991,[2095.0596],2019-12-23,CA,Riverside County
16992,[2203.8835],2019-12-30,CA,Riverside County
16993,[2336.3914],2020-01-06,CA,Riverside County
16994,[2593.3875],2020-01-13,CA,Riverside County
16995,[2891.3264],2020-01-20,CA,Riverside County
16996,[3008.5474],2020-01-27,CA,Riverside County
16997,[3079.0613],2020-02-03,CA,Riverside County
16998,[3131.8667],2020-02-10,CA,Riverside County
16999,[3175.5903],2020-02-17,CA,Riverside County
17000,[3213.7554],2020-02-24,CA,Riverside County
17001,[-21.481398],2019-12-02,TN,Roane County
17002,[1165.1948],2019-12-09,TN,Roane County
17003,[1064.5371],2019-12-16,TN,Roane County
17004,[1289.2435],2019-12-23,TN,Roane County
17005,[1125.6069],2019-12-30,TN,Roane County
17006,[1193.357],2020-01-06,TN,Roane County
17007,[1126.2325],2020-01-13,TN,Roane County
17008,[1144.9497],2020-01-20,TN,Roane County
17009,[1111.3088],2020-01-27,TN,Roane County
17010,[1111.0521],2020-02-03,TN,Roane County
17011,[1090.3368],2020-02-10,TN,Roane County
17012,[1082.989],2020-02-17,TN,Roane County
17013,[1067.622],2020-02-24,TN,Roane County
17014,[-21.481398],2019-12-02,KY,Robertson County
17015,[1165.1948],2019-12-09,KY,Robertson County
17016,[1064.5371],2019-12-16,KY,Robertson County
17017,[1289.2435],2019-12-23,KY,Robertson County
17018,[1125.6069],2019-12-30,KY,Robertson County
17019,[1193.357],2020-01-06,KY,Robertson County
17020,[1126.2325],2020-01-13,KY,Robertson County
17021,[1144.9497],2020-01-20,KY,Robertson County
17022,[1111.3088],2020-01-27,KY,Robertson County
17023,[1111.0521],2020-02-03,KY,Robertson County
17024,[1090.3368],2020-02-10,KY,Robertson County
17025,[1082.989],2020-02-17,KY,Robertson County
17026,[1067.622],2020-02-24,KY,Robertson County
17027,[36.42429],2019-12-02,TN,Robertson County
17028,[23.544138],2019-12-09,TN,Robertson County
17029,[36.589336],2019-12-16,TN,Robertson County
17030,[39.740932],2019-12-23,TN,Robertson County
17031,[42.15577],2019-12-30,TN,Robertson County
17032,[44.730263],2020-01-06,TN,Robertson County
17033,[47.615982],2020-01-13,TN,Robertson County
17034,[50.87352],2020-01-20,TN,Robertson County
17035,[54.556194],2020-01-27,TN,Robertson County
17036,[58.721596],2020-02-03,TN,Robertson County
17037,[63.434036],2020-02-10,TN,Robertson County
17038,[68.76418],2020-02-17,TN,Robertson County
17039,[74.79013],2020-02-24,TN,Robertson County
17040,[-21.481398],2019-12-02,TX,Robertson County
17041,[1165.1948],2019-12-09,TX,Robertson County
17042,[1064.5371],2019-12-16,TX,Robertson County
17043,[1289.2435],2019-12-23,TX,Robertson County
17044,[1125.6069],2019-12-30,TX,Robertson County
17045,[1193.357],2020-01-06,TX,Robertson County
17046,[1126.2325],2020-01-13,TX,Robertson County
17047,[1144.9497],2020-01-20,TX,Robertson County
17048,[1111.3088],2020-01-27,TX,Robertson County
17049,[1111.0521],2020-02-03,TX,Robertson County
17050,[1090.3368],2020-02-10,TX,Robertson County
17051,[1082.989],2020-02-17,TX,Robertson County
17052,[1067.622],2020-02-24,TX,Robertson County
17053,[199.20813],2019-12-02,MN,Rock County
17054,[209.25726],2019-12-09,MN,Rock County
17055,[242.764],2019-12-16,MN,Rock County
17056,[242.89697],2019-12-23,MN,Rock County
17057,[240.27747],2019-12-30,MN,Rock County
17058,[237.43628],2020-01-06,MN,Rock County
17059,[234.65625],2020-01-13,MN,Rock County
17060,[231.98407],2020-01-20,MN,Rock County
17061,[229.43674],2020-01-27,MN,Rock County
17062,[227.0281],2020-02-03,MN,Rock County
17063,[224.77258],2020-02-10,MN,Rock County
17064,[222.68549],2020-02-17,MN,Rock County
17065,[220.78326],2020-02-24,MN,Rock County
17066,[36.42429],2019-12-02,WI,Rock County
17067,[23.544138],2019-12-09,WI,Rock County
17068,[36.589336],2019-12-16,WI,Rock County
17069,[39.740932],2019-12-23,WI,Rock County
17070,[42.15577],2019-12-30,WI,Rock County
17071,[44.730263],2020-01-06,WI,Rock County
17072,[47.615982],2020-01-13,WI,Rock County
17073,[50.87352],2020-01-20,WI,Rock County
17074,[54.556194],2020-01-27,WI,Rock County
17075,[58.721596],2020-02-03,WI,Rock County
17076,[63.434036],2020-02-10,WI,Rock County
17077,[68.76418],2020-02-17,WI,Rock County
17078,[74.79013],2020-02-24,WI,Rock County
17079,[75.62696],2019-12-02,KY,Rockcastle County
17080,[97.13883],2019-12-09,KY,Rockcastle County
17081,[119.88793],2019-12-16,KY,Rockcastle County
17082,[123.19636],2019-12-23,KY,Rockcastle County
17083,[125.44578],2019-12-30,KY,Rockcastle County
17084,[127.675545],2020-01-06,KY,Rockcastle County
17085,[130.02505],2020-01-13,KY,Rockcastle County
17086,[132.52637],2020-01-20,KY,Rockcastle County
17087,[135.19778],2020-01-27,KY,Rockcastle County
17088,[138.05792],2020-02-03,KY,Rockcastle County
17089,[141.12686],2020-02-10,KY,Rockcastle County
17090,[144.42651],2020-02-17,KY,Rockcastle County
17091,[147.9809],2020-02-24,KY,Rockcastle County
17092,[1351.1356],2019-12-02,GA,Rockdale County
17093,[1797.0818],2019-12-09,GA,Rockdale County
17094,[1832.5828],2019-12-16,GA,Rockdale County
17095,[2098.9734],2019-12-23,GA,Rockdale County
17096,[2593.135],2019-12-30,GA,Rockdale County
17097,[2897.0718],2020-01-06,GA,Rockdale County
17098,[3047.6038],2020-01-13,GA,Rockdale County
17099,[3145.0767],2020-01-20,GA,Rockdale County
17100,[3227.346],2020-01-27,GA,Rockdale County
17101,[3304.6855],2020-02-03,GA,Rockdale County
17102,[3379.592],2020-02-10,GA,Rockdale County
17103,[3452.567],2020-02-17,GA,Rockdale County
17104,[3523.5034],2020-02-24,GA,Rockdale County
17105,[75.62696],2019-12-02,NC,Rockingham County
17106,[97.13883],2019-12-09,NC,Rockingham County
17107,[119.88793],2019-12-16,NC,Rockingham County
17108,[123.19636],2019-12-23,NC,Rockingham County
17109,[125.44578],2019-12-30,NC,Rockingham County
17110,[127.675545],2020-01-06,NC,Rockingham County
17111,[130.02505],2020-01-13,NC,Rockingham County
17112,[132.52637],2020-01-20,NC,Rockingham County
17113,[135.19778],2020-01-27,NC,Rockingham County
17114,[138.05792],2020-02-03,NC,Rockingham County
17115,[141.12686],2020-02-10,NC,Rockingham County
17116,[144.42651],2020-02-17,NC,Rockingham County
17117,[147.9809],2020-02-24,NC,Rockingham County
17118,[3154.1006],2019-12-02,NH,Rockingham County
17119,[4507.829],2019-12-09,NH,Rockingham County
17120,[3916.656],2019-12-16,NH,Rockingham County
17121,[3791.252],2019-12-23,NH,Rockingham County
17122,[3695.166],2019-12-30,NH,Rockingham County
17123,[3695.4666],2020-01-06,NH,Rockingham County
17124,[3704.586],2020-01-13,NH,Rockingham County
17125,[3704.8345],2020-01-20,NH,Rockingham County
17126,[3710.2817],2020-01-27,NH,Rockingham County
17127,[3714.2957],2020-02-03,NH,Rockingham County
17128,[3718.0623],2020-02-10,NH,Rockingham County
17129,[3722.0444],2020-02-17,NH,Rockingham County
17130,[3725.7805],2020-02-24,NH,Rockingham County
17131,[2473.368],2019-12-02,NY,Rockland County
17132,[4416.2744],2019-12-09,NY,Rockland County
17133,[4444.4473],2019-12-16,NY,Rockland County
17134,[4429.422],2019-12-23,NY,Rockland County
17135,[4434.7905],2019-12-30,NY,Rockland County
17136,[4434.791],2020-01-06,NY,Rockland County
17137,[4435.0244],2020-01-13,NY,Rockland County
17138,[4435.1743],2020-01-20,NY,Rockland County
17139,[4435.3296],2020-01-27,NY,Rockland County
17140,[4435.4844],2020-02-03,NY,Rockland County
17141,[4435.6406],2020-02-10,NY,Rockland County
17142,[4435.8],2020-02-17,NY,Rockland County
17143,[4435.9604],2020-02-24,NY,Rockland County
17144,[2679.24],2019-12-02,TX,Rockwall County
17145,[4180.5347],2019-12-09,TX,Rockwall County
17146,[4111.572],2019-12-16,TX,Rockwall County
17147,[4045.5706],2019-12-23,TX,Rockwall County
17148,[4026.574],2019-12-30,TX,Rockwall County
17149,[4031.8726],2020-01-06,TX,Rockwall County
17150,[4044.0564],2020-01-13,TX,Rockwall County
17151,[4055.3335],2020-01-20,TX,Rockwall County
17152,[4067.1902],2020-01-27,TX,Rockwall County
17153,[4079.2205],2020-02-03,TX,Rockwall County
17154,[4091.243],2020-02-10,TX,Rockwall County
17155,[4103.416],2020-02-17,TX,Rockwall County
17156,[4115.712],2020-02-24,TX,Rockwall County
17157,[1351.1356],2019-12-02,OK,Rogers County
17158,[1797.0818],2019-12-09,OK,Rogers County
17159,[1832.5828],2019-12-16,OK,Rogers County
17160,[2098.9734],2019-12-23,OK,Rogers County
17161,[2593.135],2019-12-30,OK,Rogers County
17162,[2897.0718],2020-01-06,OK,Rogers County
17163,[3047.6038],2020-01-13,OK,Rogers County
17164,[3145.0767],2020-01-20,OK,Rogers County
17165,[3227.346],2020-01-27,OK,Rogers County
17166,[3304.6855],2020-02-03,OK,Rogers County
17167,[3379.592],2020-02-10,OK,Rogers County
17168,[3452.567],2020-02-17,OK,Rogers County
17169,[3523.5034],2020-02-24,OK,Rogers County
17170,[36.42429],2019-12-02,MN,Roseau County
17171,[23.544138],2019-12-09,MN,Roseau County
17172,[36.589336],2019-12-16,MN,Roseau County
17173,[39.740932],2019-12-23,MN,Roseau County
17174,[42.15577],2019-12-30,MN,Roseau County
17175,[44.730263],2020-01-06,MN,Roseau County
17176,[47.615982],2020-01-13,MN,Roseau County
17177,[50.87352],2020-01-20,MN,Roseau County
17178,[54.556194],2020-01-27,MN,Roseau County
17179,[58.721596],2020-02-03,MN,Roseau County
17180,[63.434036],2020-02-10,MN,Roseau County
17181,[68.76418],2020-02-17,MN,Roseau County
17182,[74.79013],2020-02-24,MN,Roseau County
17183,[-10.209499],2019-12-02,OH,Ross County
17184,[1147.5385],2019-12-09,OH,Ross County
17185,[1104.1011],2019-12-16,OH,Ross County
17186,[1275.5757],2019-12-23,OH,Ross County
17187,[1146.3202],2019-12-30,OH,Ross County
17188,[1195.36],2020-01-06,OH,Ross County
17189,[1141.0312],2020-01-13,OH,Ross County
17190,[1152.3486],2020-01-20,OH,Ross County
17191,[1123.8348],2020-01-27,OH,Ross County
17192,[1120.7891],2020-02-03,OH,Ross County
17193,[1102.2504],2020-02-10,OH,Ross County
17194,[1093.9498],2020-02-17,OH,Ross County
17195,[1079.5785],2020-02-24,OH,Ross County
17196,[3388.6812],2019-12-02,CO,Routt County
17197,[4517.599],2019-12-09,CO,Routt County
17198,[3945.7607],2019-12-16,CO,Routt County
17199,[3742.8848],2019-12-23,CO,Routt County
17200,[3695.2332],2019-12-30,CO,Routt County
17201,[3684.234],2020-01-06,CO,Routt County
17202,[3682.2666],2020-01-13,CO,Routt County
17203,[3681.4917],2020-01-20,CO,Routt County
17204,[3681.019],2020-01-27,CO,Routt County
17205,[3680.5732],2020-02-03,CO,Routt County
17206,[3680.141],2020-02-10,CO,Routt County
17207,[3679.7134],2020-02-17,CO,Routt County
17208,[3679.2905],2020-02-24,CO,Routt County
17209,[1207.362],2019-12-02,KY,Rowan County
17210,[1352.228],2019-12-09,KY,Rowan County
17211,[1310.0769],2019-12-16,KY,Rowan County
17212,[1755.9109],2019-12-23,KY,Rowan County
17213,[1976.4575],2019-12-30,KY,Rowan County
17214,[2094.222],2020-01-06,KY,Rowan County
17215,[2105.2544],2020-01-13,KY,Rowan County
17216,[2105.5735],2020-01-20,KY,Rowan County
17217,[2131.6826],2020-01-27,KY,Rowan County
17218,[2240.0703],2020-02-03,KY,Rowan County
17219,[2527.781],2020-02-10,KY,Rowan County
17220,[2854.7576],2020-02-17,KY,Rowan County
17221,[2950.1052],2020-02-24,KY,Rowan County
17222,[973.1426],2019-12-02,NC,Rowan County
17223,[832.07117],2019-12-09,NC,Rowan County
17224,[825.12695],2019-12-16,NC,Rowan County
17225,[865.58136],2019-12-23,NC,Rowan County
17226,[1687.5278],2019-12-30,NC,Rowan County
17227,[1672.2422],2020-01-06,NC,Rowan County
17228,[1872.8219],2020-01-13,NC,Rowan County
17229,[1865.565],2020-01-20,NC,Rowan County
17230,[1862.8451],2020-01-27,NC,Rowan County
17231,[1844.7107],2020-02-03,NC,Rowan County
17232,[1828.7291],2020-02-10,NC,Rowan County
17233,[1812.0704],2020-02-17,NC,Rowan County
17234,[1796.8348],2020-02-24,NC,Rowan County
17235,[-21.481398],2019-12-02,IN,Rush County
17236,[1165.1948],2019-12-09,IN,Rush County
